Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿El email puede ser mostrado al docente?
12/5/2019 14:20:16,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,Una buena experiencia de aprendizaje.,
12/5/2019 14:24:55,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/5/2019 14:25:01,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Regulares,Normal,Muy dificil,,
12/5/2019 14:39:06,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Dificil,Muy dificil,,
12/5/2019 14:42:09,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Regulares,Dificil,Dificil,,
12/5/2019 14:44:02,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Bueno,Sí,Interesantes,Sí,Buenas,Regulares,Dificil,Dificil,,
12/5/2019 14:46:13,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Dificil,Muy dificil,"Si cambian la distancia entre tps, si tuviera que recursarla, la elijo nuevamente.",
12/5/2019 14:53:42,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Dificil,Muy dificil,,
12/5/2019 15:45:18,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,Es una cátedra muy recomendable. Explican muchos temas interesantes y no requiere que dediques tanto tiempo como para tener que renunciar a otros cursos,
12/5/2019 18:12:07,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Normal,Dificil,,
12/5/2019 18:32:52,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,,
12/5/2019 18:41:00,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Dificil,Dificil,,
12/5/2019 19:06:13,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Normal,Dificil,,
12/6/2019 8:05:17,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Bueno,Sí,Muy Interesantes,Sí,Buenas,Buenas,Normal,Normal,,
12/6/2019 10:18:55,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Dificil,Dificil,Esta bueno tener varios TPs para ir asimilando los conocimientos teóricos.,
12/6/2019 10:24:46,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Facil,Dificil,,
12/6/2019 13:37:41,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Dificil,Dificil,,
12/6/2019 23:51:39,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,"Muy buen ambiente de confianza que contribuyó al aprendizaje y la participación activa de los alumnos, tanto para hacer consultas como para trabajar en grupo.",
12/7/2019 18:12:21,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Dificil,Muy satisfecho con la cursada y con los excelentes docentes que tuve.,
12/8/2019 4:19:20,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Muy dificil,,
12/9/2019 16:50:52,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Dificil,,
12/15/2019 20:48:57,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Regular,Sí,Interesantes,Sí,Buenas,Malas,Facil,Dificil,"Andy le pone la mejor, pero hay algo que le falta a la catedra, no aprendi mucho, termine aprobando solo por aprobar",
2/11/2020 1:38:54,75.41-95.15-Algoritmos y Programación II - 3 - Juárez,Bueno,Sí,Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/9/2019 20:56:41,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,"Muy buen curso, con el correr de los cuatrimestres va a ser todavía mejor seguramente, ya que va a haber más material, pero excelente opción",
12/9/2019 21:32:25,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Regular,No,Interesantes,Sí,Excelentes,Regulares,Dificil,Normal,"No hubo nivelación en las primeras clases para los que veníamos de cátedras de Algoritmos I que enseñaban Python (y levemente C al final). Se me hizo cuesta arriba al punto de que nunca pude igualar el nivel de C del resto de mis compañeros.

Por lo demás, gran curso. Muy familiero, las clases se hacen muy amenas por la buena onda qué hay en el aula. Tenés un montón de ayudantes para sacarte las dudas y los profes nunca tienen problema en ayudarte. Seguramente me anote de nuevo para recursar la materia.",
12/10/2019 10:37:30,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,
12/10/2019 10:37:31,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,
12/10/2019 10:41:07,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,Es un curso con una predisposición enorme y muchas ganas de enseñar. Segunda materia que hago en el curso Mendez y estoy más que conforme.,
12/10/2019 10:42:23,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,tremendo,
12/10/2019 10:43:26,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Excelente, la mejor cursada",
12/10/2019 10:52:20,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,-,
12/10/2019 11:06:07,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/10/2019 11:08:37,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,Es un muy buen curso que tiene un gran potencial. Tuvo un crecimiento exponencial del cuatrimestre anterior al actual y aún así pudo resolver y avanzar con todos los temas. Los poco temas que capaz no se llegaron a profundizar mucho estuvieron muy relacionado a que las personas que dictan el curso lo hacen en su mayoría a pulmón y cargando otro curso de algoritmos al hombro. Ojalá en el corto plazo se pueda regularizar los cargos docentes de este plantel y de muchos otros cursos más de las materias iniciales de informática/sistemas. ,
12/10/2019 11:35:19,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Normal,,
12/10/2019 11:36:01,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,Me gustó mucho,
12/10/2019 11:42:43,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/10/2019 12:06:11,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,
12/10/2019 12:52:28,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,"Los profesores son excelentes, recomendaría el curso a mis amigos. Las clases no se hacen pesadas. Además los temas de la clase son perfectos ya que tratan de construir una buena base para luego poder aprender diversos temas en el futuro.",
12/10/2019 13:26:22,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,Inobjectable dedicación por parte de todos los responsables. Recomendado.,
12/10/2019 13:36:21,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Fácil,"Hasta ahora, el mejor curso que tuve",
12/10/2019 13:44:12,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Muy buen curso, lo volvería a elegir.",
12/10/2019 13:48:35,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,,
12/10/2019 13:51:40,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,No,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Muy dificil,Muy bueno en general ,
12/10/2019 16:27:40,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,Excelente cátedra con docentes completamente entregados a enseñar a sus alumnos. Alto nivel y muy buena pedagogía,
12/10/2019 19:32:11,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Normal,Normal,Muy bueno el aporte de los ayudantes. Las clases teóricas que da el titular podrían tratar de incluir ejemplos más didácticos a la hora de ilustrar un tema nuevo.,
12/10/2019 21:43:57,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,"Son excelentes! 100% recomendables, se preocupan por los alumnos, que todos entendamos los conceptos, todos los profesores y ayudantes super atentos y muy preparados.",
12/10/2019 22:29:15,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,Excelente predisposicion de los docentes a ayudar con todas las dudas.,
12/10/2019 22:35:51,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,"Me gustaron mucho los temas que vi, ademas de que me hizo ver las cosas desde diferentes puntos de vista. 
Respecto a los profesores, son mega dedicados y preocupados porque se entiendan todos los temas; jamas nadie dudo en ayudarme cuando lo necesite. Por mas de que tal vez hubo cierta desorganizacion sobre el final lo cual es entendible dado que la cursada es nueva, estoy super conforme y la volveria a elegir. Me encantaria que esten en algoritmos 3",
12/11/2019 10:06:00,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Dificil,Dificil,Muy bueno ,
12/11/2019 15:21:24,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Dificil,Muy dificil,,
12/12/2019 14:27:40,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,"Me gusto y es participativo, buenas explicaciones, y habilitado a consultas todo el tiempo por Slack.",Si
12/15/2019 12:17:00,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Normal,Normal,,
12/15/2019 13:09:10,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,No
2/11/2020 10:20:19,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,
2/11/2020 11:04:08,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Normal,,No
2/11/2020 14:11:34,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,La corrección de los tps tardo un poco más de lo previsto. Aun asi fue precisa y me ayudo a corregir lo que estaba haciendo mal. La buena onda y buena predisposición de todos los docentes y ayudantes es una de las mejores que he recibido en fiuba,Si
2/12/2020 17:50:09,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,Excelente curso con profesores predispuestos a enseñarte con absoluta pasión a su vocación. ¡TIENE QUE HABER algoIIImendez!,Si
2/21/2020 10:19:11,75.41-95.15-Algoritmos y Programación II - 4 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Normal,,Si
12/11/2019 11:28:49,75.42-95.08-Taller de Programación I - 1 -Veiga,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,No Hay Clases Prácticas,Dificil,Muy dificil,,No
12/11/2019 23:08:21,75.42-95.08-Taller de Programación I - 1 -Veiga,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Dificil,Dificil,Hay que dedicarle mucho tiempo. Los créditos no lo reflejan.,No
12/12/2019 17:44:09,75.42-95.08-Taller de Programación I - 1 -Veiga,Excelente,Sí,Muy Interesantes,Sí,Excelentes,No Hay Clases Prácticas,Muy Dificil,Dificil,"Muy bueno el curso, pero lo sufrí con el trabajo",No
12/12/2019 21:56:51,75.42-95.08-Taller de Programación I - 1 -Veiga,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Muy dificil,"- En cuanto al cuerpo docente se ocupan de cada detalle, las clases son completas, el material es amplio y da la posibilidad de aprender mas allá. Las clases de Di Paola son mejor que excelentes y Werner igual.
- Respecto a los tps tienen una dificultad elevada pero nada que no den en clase y nada que no se pueda consultar. Siento que aprendí a programar de nuevo, a ordenar un proyecto y a trabajar en equipo.
- Respecto a los ayudantes, nunca me sentí humillado por un corrector hasta que me toco gomez peter, no se si no encuentra la forma correcta de expresarse o solo tiene ganas de boludearte con las correcciones. Es un comentario que lo hicieron varios compañeros y me parece una lástima que en una gran materia, con todo el tiempo que conlleva, te hagan sentir que tu corrector se rie de vos. ",No
12/16/2019 5:39:01,75.42-95.08-Taller de Programación I - 1 -Veiga,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Normal,Muy dificil,"Gran curso en el cual se aprende un montón. Los tps exigen mucho, pero realmente los profes son tan copados y predispuestos, que hacen que todo sea menos cuesta arriba. 10 puntos, la mejor materia que cursé hasta ahora.",Si
12/18/2019 19:34:09,75.42-95.08-Taller de Programación I - 1 -Veiga,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Muy Dificil,Muy dificil,,
12/26/2019 6:03:38,75.42-95.08-Taller de Programación I - 1 -Veiga,Excelente,Sí,Muy Interesantes,Sí,No hay clases teóricas,Muy Buenas,Dificil,Dificil,"No es difícil sino que consume MUCHO tiempo, si le dedicas un cuatrimestre casi exclusivamente a esta materia o la haces junto con otras materias sencillas alcanza bien el tiempo como para no andar a las corridas los dias de entrega. Casi siempre te hacen reentregar los tps pero si hiciste las cosas bien es alguna pavada que se puede corregir en un toque y tranquilamente te pueden poner un 10 igual. Importante: escuchá los consejos que dan los profes cuando dan las consignas y pensá bien el diseño de los modelos antes de ponerte a codear, incluso haciendo diagramas si es necesario, esto es mucho muy importante, sino después terminas haciendo cualquier cosa y parcheando todo el codigo (y desaprobando por eso) o peor, ni podes terminar el tp de lo complicado que se te vuelve.",
2/19/2020 21:53:42,75.42-95.08-Taller de Programación I - 1 -Veiga,Muy Bueno,Sí,Muy Interesantes,Sí,No hay clases teóricas,Muy Buenas,Dificil,Dificil,"Recomendado hacer esta materia junto con otras ""tranquis"", si podes separarla de otras pesadas y no hacerlas en el mismo cuatri hacelo, te vas a ahorrar muchos dolores de cabeza. No es dificil como tal pero si requiere dedicarle tiempo. Segui las buenas practicas, pensa bien lo que vas a codear, no pienses que si no arrancas a escribir codigo a lo loco desde el primer minuto no vas a llegar, si pensas las cosas bien y no haces chanchadas llegas tranquilo con las entregas. No te preocupes por las reentregas, si entregaste un tp funcionando y sin cosas raras las correcciones salen en minutos, es solamente para asegurarse de que aprendiste las cosas bien. Suerte",No
12/15/2019 16:34:54,75.42-Taller de Programación I - 2 - Azcurra,Excelente,Sí,Muy Interesantes,Sí,Excelentes,No Hay Clases Prácticas,Muy Dificil,Muy dificil,,No
2/13/2020 16:30:57,75.45-Taller de Desarrollo de Proyectos I - Piñeiro,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Normal,Dificil,"Muy buena materia. Es interesante saber cómo llevar a cabo un proyecto desde 0 y todo lo que eso implica.
Todos los docentes siempre tuvieron la mejor predisposición para todo, tanto Gabriel, Rubén y Agustín. 
Lo único que cambiaría es la exigencia de profundizar tanto en el desarrollo de la aplicación para el TP. Al final de la materia, el TP se tornó bastante técnico, focalizándose en la aplicación a desarrollar, perdiendo así un poco el foco de todo el resto del proyecto.
De todos modos, es un comentario que intenta ser constructivo para las cursadas siguientes. La materia es importante y está bien dada.",Si
2/14/2020 1:23:43,75.45-Taller de Desarrollo de Proyectos I - Piñeiro,Muy Bueno,Sí,Muy Interesantes,No,Buenas,Regulares,Facil,Fácil,,
2/14/2020 20:19:37,75.45-Taller de Desarrollo de Proyectos I - Piñeiro,Muy Bueno,Sí,Interesantes,Sí,Buenas,Excelentes,Normal,Dificil,,
2/21/2020 19:30:31,75.45-Taller de Desarrollo de Proyectos I - Piñeiro,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Normal,Normal,"El curso ofrece la proyección y presentación de un proyecto desde una perspectiva que no tiene que ver con la que ofrecen el resto de las materias a lo largo de la carrera. Es por esto que me parece de gran utilidad, y una propuesta distinta que es bueno aprovechar.
Los docentes tienen la mejor predisposición, el acompañamiento es bueno y el trabajo final termina siendo enriquecedor e interesante.
Me interesaría la posibilidad de trabajar en proyectos a nivel ""sector público"", por qué no involucrando a la propia Casa de Estudios. Donde el eje no sea ""ganar guita"" o ""clientes"" sino que se pueda medir su éxito desde otra óptica.",Si
12/9/2019 21:15:45,75.46-Administración y Control de Proyectos Informáticos II - Alvaro,Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Facil,Normal,,
12/10/2019 8:40:52,75.46-Administración y Control de Proyectos Informáticos II - Alvaro,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Facil,Fácil,"Es una excelente materia, diferente a todo el resto de la carrera, que te ayuda a entender cómo emprender y todo lo que hay que tener en cuenta.",
12/12/2019 11:51:24,75.46-Administración y Control de Proyectos Informáticos II - Alvaro,Malo,Sí,Nada Interesantes,Sí,Malas,Malas,Muy Facil,No hay TP,,No
12/22/2019 3:36:13,75.46-Administración y Control de Proyectos Informáticos II - Alvaro,Malo,Sí,Nada Interesantes,No,Malas,Malas,Muy Facil,No hay TP,materia para tipos que piensan ser emprendedores y con suerte aprueban análisis matemático,No
12/27/2019 10:22:23,75.46-Administración y Control de Proyectos Informáticos II - Alvaro,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Los profesores son re copados. Las clases son re interesantes. No cambiaria nada de esta materia, me gusto mucho",No
1/13/2020 18:01:24,75.46-Administración y Control de Proyectos Informáticos II - Alvaro,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Facil,Normal,"La materia me gustó muchísimo. Me parece que Lola y Fernando se complementan muy bien al dar la clase, y está bueno que tengan una mirada más amplia, y no tan ""cuadrada"" o ingenieril (como en el resto de la Universidad). Las clases fueron muy dinámicas, y entretenidas, al menos para mí. En lo que hace a desarrollo de proyectos y emprendimientos propios, creo que es la única materia de la carrera en la que se profundiza este campo, 
 siendo que es un área en la cual muchos de nosotros nos terminamos desenvolviendo (ej. como freelancers). Es una lástima que no forme parte del programa de la Licenciatura, porque aporta contenido muy útil. Como comentario final, las clases de prototipado estuvieron buenas, y los métodos de evaluación me parece que son los más apropiados para esta clase de materias.",Si
12/9/2019 21:17:26,75.47-Taller de Desarrollo de Proyectos II - Fontela,Muy Bueno,Sí,Interesantes,Sí,No hay clases teóricas,No Hay Clases Prácticas,Normal,Dificil,Muy buena materia. No se entiende muy bien como sale la nota del tp.,
12/10/2019 8:31:47,75.47-Taller de Desarrollo de Proyectos II - Fontela,Muy Bueno,Sí,Interesantes,Sí,No hay clases teóricas,Muy Buenas,Facil,Fácil,,
12/10/2019 8:49:52,75.47-Taller de Desarrollo de Proyectos II - Fontela,Bueno,Sí,Interesantes,Sí,No hay clases teóricas,Buenas,Dificil,Dificil,"La materia consiste en hacer un tp a lo largo de toda la cursada, donde las 5 entregas son sprints que definen los alumnos en conjunto con el profesor. Se asemeja a un proyecto real con un cliente real y por eso está bueno. El problema que tiene es que muchas veces se exige como si fuera un proyecto real y en la instancia que estamos de la carrera, eso no es posible, principalmente porque la mayoría ya trabaja. Por ejemplo, corregir prototipos exclusivamente por estética,  que el desarrollo sea escalonado y no se haga todo el último fin de semana. Además no se da nunca una noción clara de cómo se califica, recién al final te enterás qué nota te pusieron sin una devolución general sobre qué estuvo mal y qué no.",
12/10/2019 8:53:22,75.47-Taller de Desarrollo de Proyectos II - Fontela,Excelente,Sí,Muy Interesantes,Sí,No hay clases teóricas,Excelentes,Normal,Normal,"Muy buena materia, entretenida y los profesores son copados",
12/10/2019 9:49:39,75.47-Taller de Desarrollo de Proyectos II - Fontela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,
12/10/2019 10:51:45,75.47-Taller de Desarrollo de Proyectos II - Fontela,Excelente,Sí,Interesantes,Sí,No hay clases teóricas,Muy Buenas,Normal,Normal,,
12/12/2019 19:38:30,75.47-Taller de Desarrollo de Proyectos II - Fontela,Bueno,Sí,Interesantes,Sí,No hay clases teóricas,No Hay Clases Prácticas,Dificil,Dificil,Demasiado demandante. Demasiado complicado para el alumno que trabaja y le puede dedicar solo el fin de semana. ,
12/23/2019 21:27:59,75.47-Taller de Desarrollo de Proyectos II - Fontela,Muy Bueno,Sí,Interesantes,Sí,No hay clases teóricas,Buenas,Dificil,Dificil,"La materia es útil para aprender a gestionar un proyecto y desarrollarlo. Demanda mucho tiempo, con lo cual es aconsejable ir con un grupo armado de personas confiables.",No
12/27/2019 16:53:52,75.47-Taller de Desarrollo de Proyectos II - Fontela,Muy Bueno,Sí,Interesantes,Sí,No hay clases teóricas,Buenas,Dificil,Dificil,"La materia me pareció muy buena y útil. Está muy bueno que se junten todos los temas vistos en materias de gestión en una sola materia, y me pareció la materia de la facultad más cercana al ámbito laboral, por lo que uno termina saliendo muy preparado para tratar con clientes, armar minutas e informes de avance, descubrir requisitos, etc",No
12/10/2019 9:22:52,75.48-Calidad en el Desarrollo del Sistemas - Pantaleo,Malo,Sí,Muy Interesantes,Sí,Muy Buenas,Malas,Muy Dificil,Muy dificil,"Las clases del profesor Pantaleo son excelentes, te puede parecer poco didáctico o aburrido por momentos, pero el contenido y lo que cuenta de sus experiencias, son reales y son de gran utilidad para el desempeño profesional, es una persona con gran experiencia en la materia y sabe de lo que habla. Una verdadera lastima que las clases practicas sean como lo son actualmente,  hace años que sucede lo mismo en esta materia y nadie hace nada al respecto,  la exigencia a la hora de pedir resultados es alta pero a la hora de enseñar es baja, no hay forma de aprender de los errores por diversas razones, las profesoras tardan tanto en corregir que cuando te enteras que estas desaprobado ya tenes que volver a rendir. Entre a la materia sabiendo que esto era asi, de todas formas no pude mitigar riesgo de ningún tipo, me paso todo lo que no queria que me pase, 5to año de ingeniería y el 70 % del curso o mas esta casi en condiciones de recursar la materia en el 2do recuperatorio, probablemente te terminen aprobando pero no tiene sentido lo que te hacen sufrir la materia. Es una materia llena de contradicciones.  Si bien están abiertas a que los alumnos le den feedback de su materia, no hacen cambios de ningún tipo, no es difícil entender que en 2 horas de clase practica no se pueden enseñar todo lo que pretenden sin ningún apoyo teórico extra para poder consultar.  De todas formas, Jimena a comparación de Laura, es mil veces mejor profesora, por disposición y claridad a la hora de transmitir los conceptos.",
